Species ID	Species fullname	Number of contigs	Total contig length	N50 length	N90 length	Max length	% G+C content	% CheckM completeness	% CheckM contamination	Quality score	Phylum	Class	Order	Family	Genus	Species
M1B9	Bifidobacterium bifidum M1B9	29	2219504	122812	38285	250813	62.67	99.54	0	99.54	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum
M1BA	Anaerotignaceae M1BA	103	1866487	26552	9276	97378	38.82	93.93	0.67	90.58	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignaceae_NA	NA
M1BB	Prevotella M1BB	53	2539222	72037	26646	181796	53.89	96.96	0.18	96.06	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M1BC	Clostridium M1BC	61	2280050	57914	20210	134272	50.37	93.71	0	93.71	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M1BD	Blautia M1BD	44	3495412	142009	43340	255934	44.47	95.54	0	95.54	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M1BE	Clostridium saccharolyticum M1BE	104	2953606	48089	13255	138708	50.73	98.71	0	98.71	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	Clostridium saccharolyticum
M1BF	Bifidobacterium pullorum M1BF	62	2197023	57201	17271	165700	64.4	96.44	0.19	95.49	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pullorum
M1C0	Fournierella massiliensis M1C0	67	2816159	61035	22926	147938	59.01	98.64	0.23	97.49	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	Fournierella massiliensis
M1C1	Lachnoclostridium M1C1	68	3554454	85278	29710	249958	50.51	96.91	0.32	95.31	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	NA
M1C2	Dysgonomonas capnocytophagoides M1C2	28	4095202	247600	94740	723525	37.77	100	0	100	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas	Dysgonomonas capnocytophagoides
M1C3	Acetobacter M1C3	13	2011839	544961	53826	633691	47.79	79.48	0.79	75.53	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	NA
M1C4	Oscillospiraceae M1C4	209	2753851	18237	6496	59727	54.51	97.54	0.34	95.84	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M1C5	Ruminococcus M1C5	204	2018451	14384	4837	58268	39.77	89.93	0	89.93	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	NA
M1C6	Ruminococcus M1C6	43	2044770	66199	27754	234768	38.86	98.66	0.34	96.96	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Ruminococcus	NA
M1C7	Erysipelatoclostridium M1C7	72	2423763	61598	16519	162210	29.87	97.17	0	97.17	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	NA
M1C8	Lawsonibacter M1C8	44	2555776	125164	25879	223980	60.63	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
M1C9	Alistipes M1C9	38	3288534	160955	52633	384742	57.92	93.67	0	93.67	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M1CA	Akkermansia M1CA	43	2965889	103835	33480	208730	57.17	97.96	0	97.96	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
M1CB	Negativibacillus massiliensis M1CB	93	2685674	48494	13911	228021	45.31	98.66	1.34	91.96	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
M1CC	Oscillibacter M1CC	56	2056832	58419	20935	125352	61.21	93.62	0.67	90.27	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M1CD	Alistipes M1CD	29	2349107	113365	50923	277555	50.76	97.12	0.72	93.52	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M1CE	Lactobacillus sanfranciscensis M1CE	63	1175552	30881	7950	131938	34.52	96.88	0.62	93.78	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Lactobacillus sanfranciscensis
M1CF	Collinsella M1CF	280	1461958	6112	2814	26596	60.69	74.51	2.45	62.26	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M1D0	Sutterella megalosphaeroides M1D0	363	1628865	5111	2420	20852	63.95	77.55	0.36	75.75	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella megalosphaeroides
M1D1	Prevotella M1D1	79	2894045	52216	19958	142867	49.78	97.07	0.05	96.82	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M1D2	Clostridium M1D2	45	1704267	83061	18836	145320	26.92	78.01	0.67	74.66	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M1D3	Duodenibacillus M1D3	55	2082296	48462	20829	129130	56.53	98.12	0.62	95.02	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	NA
M1D4	Collinsella M1D4	11	2291153	292470	109492	477161	59.75	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M1D5	Clostridium saudiense M1D5	84	3749594	92123	21826	238947	27.98	98.39	2.58	85.49	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	Clostridium saudiense
M1D6	Dorea M1D6	30	2821616	158718	48136	339931	44.46	95.91	1.07	90.56	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M1D7	Blautia M1D7	71	2999629	76584	22621	237320	43.56	96.41	0.47	94.06	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M1D8	Fusobacterium varium M1D8	128	3226811	50818	11677	225938	29.13	100	1.12	94.4	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium varium
M1D9	Clostridium M1D9	36	2646492	108884	44516	214396	49.02	100	0	100	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M1DA	Collinsella M1DA	24	2204632	155544	53212	397260	59.7	100	0.81	95.95	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M1DB	Eggerthella M1DB	19	1646032	176988	36186	302512	54.11	100	0.12	99.4	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	NA
M1DC	Haemophilus M1DC	197	1845508	11539	4448	54802	39.47	95.63	3.24	79.43	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	NA
M1DD	Clostridium M1DD	63	1747899	46944	15658	200248	26.78	76.78	1.34	70.08	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M1DE	Ruminococcus callidus M1DE	161	2408963	22577	6921	118040	51.07	97.32	0	97.32	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_Ruminococcus	Ruminococcus callidus
M1DF	Acidaminococcus intestini M1DF	50	2071262	64352	22710	189139	50.18	97.6	0	97.6	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus intestini
M1E0	Bacteroides faecis M1E0	100	5516846	108588	25242	283071	42.34	98.5	0.52	95.9	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis
M1E1	Lachnospira M1E1	20	2499674	176576	63659	452557	37.55	98.66	0	98.66	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
M1E2	Oscillospiraceae M1E2	154	2061663	20257	6765	66106	58.63	90.88	0.11	90.33	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M1E3	CAG-74 M1E3	71	3130906	65148	22204	229214	59.42	97.18	1.08	91.78	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M1E4	Acidaminococcus provencensis M1E4	63	2182584	60075	17615	150751	54.02	98.48	1.8	89.48	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	Acidaminococcus provencensis
M1E5	Blautia M1E5	57	3040111	74553	26242	279372	43.12	97.47	0.65	94.22	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M1E6	Olsenella M1E6	12	2470325	344684	112205	631078	63.09	100	0	100	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
M1E7	Prevotellamassilia timonensis M1E7	118	2336601	28055	9406	103510	48.26	82.19	0.19	81.24	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellamassilia	Prevotellamassilia timonensis
M1E8	Enterobacter ludwigii M1E8	14	4722919	533325	156566	996571	54.65	99.37	0.14	98.67	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter ludwigii
M1E9	Veillonella parvula M1E9	55	2051089	82182	16103	135727	38.75	100	0	100	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
M1EA	Coprococcus eutactus M1EA	15	2806247	419282	88315	678329	44.11	99.33	0	99.33	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus
M1EB	Romboutsia timonensis M1EB	263	2942731	20351	4615	89630	27.14	98.94	0.7	95.44	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	Romboutsia timonensis
M1EC	Subdoligranulum M1EC	16	1425927	235576	36133	244809	48.95	93.55	0	93.55	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Subdoligranulum	NA
M1ED	CAG-302 M1ED	37	1288425	74553	16413	141097	26.15	89.33	1.12	83.73	Tenericutes	Mollicutes	Mycoplasmatales	CAG-302	CAG-302_NA	NA
M1EE	Alistipes M1EE	25	3023602	176856	79909	613169	60.49	99.2	0	99.2	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M1EF	Blautia coccoides M1EF	439	5278724	18810	5145	101488	46.18	94.48	3.82	75.38	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia coccoides
M1F0	Enterocloster lavalensis M1F0	92	5706812	108865	26921	261162	56.26	99.22	0	99.22	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster lavalensis
M1F1	Blautia M1F1	45	2849122	89017	35042	266104	44.23	99.36	0	99.36	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M1F2	Oscillibacter M1F2	50	2068057	77962	19266	244739	60.71	90.27	0.67	86.92	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M1F3	Acutalibacteraceae M1F3	100	2017169	29592	10645	97182	46.94	92.62	0.67	89.27	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M1F4	Clostridium M1F4	36	1518549	76399	19935	187632	26.35	75.98	0.62	72.88	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M1F5	Citrobacter werkmanii M1F5	40	4917721	233006	60482	1215423	52.12	98.76	0.11	98.21	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter werkmanii
M1F6	Clostridium M1F6	34	1441504	106426	20096	137461	29.57	78.23	0.89	73.78	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	NA
M1F7	Blautia M1F7	73	2103921	49472	14444	135464	47.12	72.47	0.16	71.67	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M1F8	CAG-74 M1F8	40	2916429	126574	36379	211777	56.99	98.39	0.27	97.04	Firmicutes	Clostridia	Christensenellales	CAG-74	CAG-74_NA	NA
M1F9	QALW01 M1F9	143	2365463	25408	7152	116069	45.63	95.83	1.4	88.83	Firmicutes	Clostridia	Christensenellales	QALW01	QALW01_NA	NA
M1FA	Acutalibacteraceae M1FA	365	1854943	5916	2728	18503	56.77	71.2	2.01	61.15	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M1FB	Sutterella M1FB	21	1793856	134182	45931	322920	45.61	96.77	1.25	90.52	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA
M1FC	Acutalibacteraceae M1FC	220	3473422	26821	6635	112169	56.19	95.31	3.91	75.76	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M1FD	Escherichia coli M1FD	76	4643698	112480	34270	319693	50.8	99.97	0.04	99.77	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
M1FE	Acutalibacteraceae M1FE	14	2007563	286209	60925	440043	38.39	97.99	0	97.99	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M1FF	Negativibacillus M1FF	20	2153675	167078	62303	419719	52.02	97.99	0.67	94.64	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	NA
M200	Collinsella M200	80	1736925	43650	8462	138930	59.97	74.51	2.42	62.41	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M201	Blautia M201	62	6005418	213234	44146	448946	46.69	99.36	0	99.36	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	NA
M202	Butyricimonas faecihominis M202	43	4569429	193903	43671	647521	43.08	99.46	0	99.46	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas faecihominis
M203	Ruminococcaceae M203	62	2659071	74874	21246	290726	52.91	97.32	0	97.32	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae_NA	NA
M204	Ruthenibacterium M204	77	2263043	55302	14186	120687	58.95	95.92	0.68	92.52	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	NA
M205	Intestinibacter bartlettii M205	18	2907142	1529533	83359	1529533	28.56	97.18	0	97.18	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii
M206	Clostridium perfringens M206	33	3203938	184291	58944	623269	28.04	99.19	0	99.19	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridiaceae_Clostridium	Clostridium perfringens
M207	Lachnospiraceae M207	73	2853677	56154	20410	147452	52.58	97.65	2.03	87.5	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M208	Eubacterium M208	16	1953509	429953	86805	628841	36.32	98.66	0	98.66	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_Eubacterium	NA
M209	Faecalimonas M209	68	2595798	61246	21587	146753	40.09	99.37	0	99.37	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
M20A	Allisonella histaminiformans M20A	39	1690075	114675	18679	264978	46.26	98.1	0	98.1	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella histaminiformans
M20B	Collinsella M20B	75	1874874	41521	11379	199533	65.91	94.4	0.2	93.4	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M20C	Acidaminococcus M20C	231	2086213	11261	4650	39966	55.03	89.98	0.15	89.23	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
M20D	Oscillospiraceae M20D	89	2853028	49330	19674	116723	55.94	98.43	0	98.43	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M20E	Acetatifactor M20E	74	2835172	51607	19539	163774	46.83	99.52	1.93	89.87	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA
M20F	Acutalibacter timonensis M20F	157	3520430	45511	9776	145598	52.86	97.99	1.4	90.99	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter timonensis
M210	Anaerotignum M210	32	2026284	93501	33532	189606	48.03	97.99	0	97.99	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
M211	Enterobacter kobei M211	230	4309212	30739	8219	189743	55.3	95.5	1.1	90	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter kobei
M212	Fusobacterium M212	96	1987797	35548	9553	72579	30.66	100	0	100	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
M213	Dorea M213	16	3876993	296136	156906	577682	47.54	97.08	0	97.08	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	NA
M214	Clostridium M214	52	2980470	76421	32431	246489	46.86	99.68	0	99.68	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M215	Acutalibacteraceae M215	19	2070864	202619	54415	327973	38.44	97.99	0	97.99	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacteraceae_NA	NA
M216	Streptococcus M216	35	1965019	83288	29052	181471	40.06	98.8	0.15	98.05	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
M217	Fusobacterium ulcerans M217	438	1759296	4358	2400	14653	32.42	73.27	2.25	62.02	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans
M218	Erysipelatoclostridium ramosum M218	456	1653832	3715	2251	24232	33	70.83	0.94	66.13	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
M219	Anaerovoracaceae M219	232	2128386	12031	4297	60131	49.95	92.67	0	92.67	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Anaerovoracaceae_NA	NA
M21A	Butyricicoccaceae M21A	199	2021119	13891	5161	50085	56.3	92.99	1.34	86.29	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NA	NA
M21B	Veillonella dispar M21B	77	1933858	35453	12449	110321	38.95	95.21	1.2	89.21	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
M21C	Parabacteroides M21C	77	2998839	65131	21027	353537	42.46	84.23	0.96	79.43	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
M21D	Phascolarctobacterium M21D	36	1856949	88368	24421	158456	44.61	96.41	0.3	94.91	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA
M21E	Agathobaculum butyriciproducens M21E	63	2435526	60756	16889	224188	55.25	97.99	0.67	94.64	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens
M21F	Sutterella M21F	57	1660240	44839	15338	101687	46.96	95	0	95	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA
M220	Roseburia M220	195	2962037	22086	6774	130208	42	88.91	1.93	79.26	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
M221	Selenomonas bovis M221	58	2360948	65175	17733	246397	60.45	78.5	0.08	78.1	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas bovis
M222	Bilophila M222	440	2926260	8183	3102	43111	63.3	86.32	0.99	81.37	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	NA
M223	Acetatifactor M223	332	2680835	10251	3950	45077	46.73	86.44	1.85	77.19	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA
M224	Collinsella M224	220	2189587	14245	4589	72170	60.08	96.1	1.61	88.05	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
M225	Prevotella M225	50	2913649	67933	33890	184790	47.23	76.67	0	76.67	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M226	Phocaeicola plebeius M226	80	3508241	64988	24780	220027	44.41	98.88	0	98.88	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius
M227	Prevotella M227	38	2152303	87467	29416	391089	46.82	71.42	0	71.42	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M228	Muribaculaceae M228	153	3060296	29391	10084	88405	52.29	88.89	0.75	85.14	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M229	Muribaculaceae M229	112	2088858	25112	9753	69585	52.42	95.97	0.38	94.07	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculaceae_NA	NA
M22A	Oscillospiraceae M22A	72	1749286	41331	11685	133898	58.11	90.81	1.34	84.11	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae_NA	NA
M22B	Agathobacter M22B	44	2637295	89389	30541	216369	44.92	96.56	0	96.56	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
M22C	Sutterella M22C	84	2269502	38977	13971	247758	61.76	97.5	1.25	91.25	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	NA
M22D	Alistipes M22D	195	2201113	14372	5692	66526	59.19	92.48	1.44	85.28	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
M22E	Angelakisella M22E	77	1686175	31888	10817	111785	60.02	85.01	0	85.01	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Angelakisella	NA
M22F	Oscillibacter M22F	58	1639633	41323	15725	104281	61.59	91.4	1.34	84.7	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M230	Mailhella massiliensis M230	242	2782478	15281	5459	110293	60.89	97.22	2.17	86.37	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella massiliensis
M231	Prevotella M231	22	2318631	134355	57519	331768	50.92	95.89	1.35	89.14	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
M232	Peptococcaceae M232	235	1565040	8213	3388	30254	45.81	80.53	0.69	77.08	Firmicutes	Peptococcia	Peptococcales	Peptococcaceae	Peptococcaceae_NA	NA
M233	Phascolarctobacterium succinatutens M233	33	2436291	87717	42503	259033	46.45	99.4	0.6	96.4	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens
M234	Flavonifractor M234	250	2908630	17047	5636	70885	58.26	90.64	3.15	74.89	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	NA
M235	Butyricicoccaceae M235	309	1611949	5754	2816	27028	56.46	70.44	0.67	67.09	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccaceae_NA	NA
M236	Oscillibacter M236	48	2196427	72622	23247	201299	61.85	94.63	1.34	87.93	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
M237	Lachnospiraceae M237	123	3651967	56104	15002	237732	41.08	97.47	0.95	92.72	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_NA	NA
M238	Roseburia M238	99	2509000	36183	13636	116370	40.17	92.86	1.13	87.21	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
M239	Sutterella wadsworthensis M239	121	2832420	37145	11198	144086	55.16	100	0	100	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis
M23A	Agathobaculum M23A	233	1765337	10435	3593	51550	58.78	86.13	0.69	82.68	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	NA
M23B	Clostridium M23B	90	2825246	54084	16473	112223	49.7	97.78	0	97.78	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_Clostridium	NA
M23C	Oxalobacter M23C	23	1911511	131570	53270	287817	49.93	96.96	1.12	91.36	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	NA
M23D	Prevotella lascolaii M23D	127	2223595	27143	8277	79625	51.82	72.33	0.74	68.63	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella lascolaii
